num_pre,file_order,T1,L1,B1,R1,time_pre,num_post,T2,L2,B2,R2,time_post
Question 1,Q12,H,C,C,C,4000,Question 10,H,C,C,C,4000
Result 1,R12,H,-,C,H,14266,Result 10,H,C,C,C,9080
Question 2,Q21,C,H,H,H,8000,Question 28,C,H,H,H,8000
Result 2,R21,C,H,H,-,15196,Result 28,C,H,H,H,10559
Question 3,Q7,N,-,N,N,8000,Question 27,N,-,N,N,8000
Result 3,R7,N,-,N,N,12079,Result 27,N,-,N,N,10359
Question 4,Q27,H,N,C,C,4000,Question 26,H,N,C,C,4000
Result 4,R27,C,N,-,N,13763,Result 26,H,N,C,C,10082
Question 5,Q3,C,-,C,N,8000,Question 15,C,-,C,N,8000
Result 5,R3,C,-,C,N,10319,Result 15,C,-,C,N,14799
Question 6,Q19,C,H,-,N,8000,Question 24,C,H,-,N,8000
Result 6,R19,H,H,-,N,14440,Result 24,H,H,C,C,17842
Question 7,Q0,C,C,C,C,4000,Question 20,C,C,C,C,4000
Result 7,R0,C,C,C,C,13320,Result 20,C,C,C,C,8439
Question 8,Q6,N,-,N,N,4000,Question 21,N,-,N,N,4000
Result 8,R6,N,-,N,N,8721,Result 21,N,-,N,N,8119
Question 9,Q2,C,-,C,N,4000,Question 17,C,-,C,N,4000
Result 9,R2,C,-,C,N,8320,Result 17,C,-,C,N,8082
Question 10,Q16,H,C,H,C,4000,Question 12,H,C,H,C,4000
Result 10,R16,H,C,H,C,11480,Result 12,-,C,H,C,9681
Question 11,Q5,C,-,C,O,8000,Question 2,C,-,C,O,8000
Result 11,R5,C,-,C,O,10959,Result 2,N,-,N,O,12200
Question 12,Q11,O,C,-,O,8000,Question 22,O,C,-,O,8000
Result 12,R11,O,C,-,O,10442,Result 22,O,C,O,O,10320
Question 13,Q17,H,C,H,C,8000,Question 11,H,C,H,C,8000
Result 13,R17,H,C,H,C,12839,Result 11,H,C,H,C,9439
Question 14,Q13,H,C,C,C,8000,Question 6,H,C,C,C,8000
Result 14,R13,H,C,C,C,12120,Result 6,H,C,C,C,9961
Question 15,Q4,C,-,C,O,4000,Question 7,C,-,C,O,4000
Result 15,R4,-,-,N,O,10480,Result 7,C,-,C,O,7680
Question 16,Q23,C,H,N,H,8000,Question 5,C,H,N,H,8000
Result 16,R23,C,H,N,H,13200,Result 5,C,H,N,H,11399
Question 17,Q9,C,-,N,O,8000,Question 18,C,-,N,O,8000
Result 17,R9,C,-,N,N,11680,Result 18,C,-,N,O,10719
Question 18,Q24,C,H,O,H,4000,Question 9,C,H,O,H,4000
Result 18,R24,H,H,H,H,13881,Result 9,C,H,C,H,14438
Question 19,Q22,C,H,N,H,4000,Question 13,C,H,N,H,4000
Result 19,R22,C,H,O,H,16280,Result 13,C,H,N,C,15920
Question 20,Q15,H,C,C,O,8000,Question 3,H,C,C,O,8000
Result 20,R15,H,C,C,O,11160,Result 3,H,C,C,O,9442
Question 21,Q26,H,N,C,C,4000,Question 25,H,N,C,C,4000
Result 21,R26,H,N,C,H,11721,Result 25,H,N,C,C,10199
Question 22,Q1,C,C,C,C,8000,Question 14,C,C,C,C,8000
Result 22,R1,C,C,C,C,10000,Result 14,C,C,C,C,9961
Question 23,Q14,H,C,C,O,4000,Question 8,H,C,C,O,4000
Result 23,R14,H,C,C,O,9922,Result 8,H,C,C,O,7162
Question 24,Q8,C,-,N,O,4000,Question 19,C,-,N,O,4000
Result 24,R8,C,-,N,O,20679,Result 19,C,-,N,O,11362
Question 25,Q20,C,H,H,H,4000,Question 1,C,H,H,H,4000
Result 25,R20,C,H,H,H,9000,Result 1,C,H,H,H,10079
Question 26,Q10,O,C,-,O,4000,Question 23,O,C,-,O,4000
Result 26,R10,-,C,O,O,10241,Result 23,-,C,O,O,9400
Question 27,Q18,C,H,-,N,4000,Question 4,C,H,-,N,4000
Result 27,R18,C,H,-,N,7760,Result 4,C,H,-,N,8239
Question 28,Q25,C,H,O,H,8000,Question 16,C,H,O,H,8000
Result 28,R25,C,C,O,C,17238,Result 16,C,H,O,H,11800
