num_pre,file_order,T1,L1,B1,R1,time_pre,num_post,T2,L2,B2,R2,time_post
Question 1,Q4,C,-,C,O,4000,,,,,,
Result 1,R4,,O,O,C,15098,,,,,,
Question 2,Q18,C,H,-,N,4000,,,,,,
Result 2,R18,C,H,N,O,14800,,,,,,
Question 3,Q10,O,C,-,O,4000,,,,,,
Result 3,R10,N,H,O,O,10840,,,,,,
Question 4,Q16,H,C,H,C,4000,,,,,,
Result 4,R16,N,C,,N,9241,,,,,,
Question 5,Q3,C,-,C,N,8000,,,,,,
Result 5,R3,N,,,C,7160,,,,,,
Question 6,Q19,C,H,-,N,8000,,,,,,
Result 6,R19,N,N,,C,8560,,,,,,
Question 7,Q26,H,N,C,C,4000,,,,,,
Result 7,R26,,H,C,C,7000,,,,,,
Question 8,Q27,H,N,C,C,4000,,,,,,
Result 8,R27,C,N,N,C,7446,,,,,,
Question 9,Q1,C,C,C,C,8000,,,,,,
Result 9,R1,N,N,N,C,7514,,,,,,
Question 10,Q21,C,H,H,H,8000,,,,,,
Result 10,R21,C,H,C,H,8360,,,,,,
Question 11,Q8,C,-,N,O,4000,,,,,,
Result 11,R8,N,C,C,N,8520,,,,,,
Question 12,Q2,C,-,C,N,4000,,,,,,
Result 12,R2,N,,C,H,6682,,,,,,
Question 13,Q7,N,-,N,N,8000,,,,,,
Result 13,R7,C,,N,O,6918,,,,,,
Question 14,Q17,H,C,H,C,8000,,,,,,
Result 14,R17,H,H,,C,9200,,,,,,
Question 15,Q11,O,C,-,O,8000,,,,,,
Result 15,R11,O,C,O,N,10600,,,,,,
Question 16,Q13,H,C,C,C,8000,,,,,,
Result 16,R13,H,C,N,H,8043,,,,,,
Question 17,Q0,C,C,C,C,4000,,,,,,
Result 17,R0,N,N,C,N,8598,,,,,,
Question 18,Q9,C,-,N,O,8000,,,,,,
Result 18,R9,O,N,O,O,8559,,,,,,
Question 19,Q25,C,H,O,H,8000,,,,,,
Result 19,R25,N,H,H,C,10441,,,,,,
Question 20,Q22,C,H,N,H,4000,,,,,,
Result 20,R22,N,H,N,H,8679,,,,,,
Question 21,Q23,C,H,N,H,8000,,,,,,
Result 21,R23,C,H,N,N,8160,,,,,,
Question 22,Q6,N,-,N,N,4000,,,,,,
Result 22,R6,O,,N,O,6482,,,,,,
Question 23,Q15,H,C,C,O,8000,,,,,,
Result 23,R15,H,H,O,O,9519,,,,,,
Question 24,Q12,H,C,C,C,4000,,,,,,
Result 24,R12,N,N,N,N,7402,,,,,,
Question 25,Q14,H,C,C,O,4000,,,,,,
Result 25,R14,C,H,O,O,8399,,,,,,
Question 26,Q20,C,H,H,H,4000,,,,,,
Result 26,R20,C,N,,N,7999,,,,,,
Question 27,Q24,C,H,O,H,4000,,,,,,
Result 27,R24,N,N,O,N,8961,,,,,,
Question 28,Q5,C,-,C,O,8000,,,,,,
Result 28,R5,N,,H,O,6519,,,,,,
