num_pre,file_order,T1,L1,B1,R1,time_pre,num_post,T2,L2,B2,R2,time_post
Question 1,Q23,C,H,N,H,8000,Question 8,C,H,N,H,8000
Result 1,R23,O,C,H,N,53792,Result 8,C,H,N,H,11240
Question 2,Q8,C,-,N,O,4000,Question 5,C,-,N,O,4000
Result 2,R8,N,,H,O,24006,Result 5,C,,N,O,10160
Question 3,Q3,C,-,C,N,8000,Question 19,C,-,C,N,8000
Result 3,R3,N,,O,C,50960,Result 19,C,,C,N,13042
Question 4,Q26,H,N,C,C,4000,Question 22,H,N,C,C,4000
Result 4,R26,O,N,H,C,15956,Result 22,H,N,C,C,9999
Question 5,Q24,C,H,O,H,4000,Question 3,C,H,O,H,4000
Result 5,R24,O,C,H,N,35441,Result 3,C,H,,H,9639
Question 6,Q9,C,-,N,O,8000,Question 12,C,-,N,O,8000
Result 6,R9,O,,C,H,21799,Result 12,C,,N,N,7479
Question 7,Q13,H,C,C,C,8000,Question 28,H,C,C,C,8000
Result 7,R13,O,O,N,N,36484,Result 28,H,C,C,C,12158
Question 8,Q20,C,H,H,H,4000,Question 10,C,H,H,H,4000
Result 8,R20,N,O,O,O,12078,Result 10,C,,H,H,10041
Question 9,Q18,C,H,-,N,4000,Question 6,C,H,-,N,4000
Result 9,R18,N,N,,C,7920,Result 6,C,H,,N,8600
Question 10,Q7,N,-,N,N,8000,Question 4,N,-,N,N,8000
Result 10,R7,C,,C,C,9720,Result 4,N,,N,N,10801
Question 11,Q5,C,-,C,O,8000,Question 23,C,-,C,O,8000
Result 11,R5,N,,N,H,7360,Result 23,C,,C,O,19281
Question 12,Q17,H,C,H,C,8000,Question 25,H,C,H,C,8000
Result 12,R17,O,N,,N,11601,Result 25,H,C,H,C,11239
Question 13,Q0,C,C,C,C,4000,Question 13,C,C,C,C,4000
Result 13,R0,O,O,O,O,9120,Result 13,H,H,H,H,9480
Question 14,Q6,N,-,N,N,4000,Question 20,N,-,N,N,4000
Result 14,R6,C,,C,C,17201,Result 20,N,,N,N,7039
Question 15,Q10,O,C,-,O,4000,Question 9,O,C,-,O,4000
Result 15,R10,,N,,H,6999,Result 9,,C,,O,6960
Question 16,Q15,H,C,C,O,8000,Question 14,H,C,C,O,8000
Result 16,R15,O,N,N,H,15280,Result 14,H,C,C,N,17601
Question 17,Q12,H,C,C,C,4000,Question 26,H,C,C,C,4000
Result 17,R12,O,N,N,N,7481,Result 26,H,C,C,C,6401
Question 18,Q16,H,C,H,C,4000,Question 2,H,C,H,C,4000
Result 18,R16,O,N,O,O,5680,Result 2,H,N,H,C,15960
Question 19,Q19,C,H,-,N,8000,Question 16,C,H,-,N,8000
Result 19,R19,C,O,,H,14361,Result 16,C,H,,N,10200
Question 20,Q14,H,C,C,O,4000,Question 7,H,C,C,O,4000
Result 20,R14,O,N,C,H,14360,Result 7,H,C,,N,18480
Question 21,Q27,H,N,C,C,4000,Question 21,H,N,C,C,4000
Result 21,R27,O,C,H,N,10080,Result 21,H,N,N,,8481
Question 22,Q11,O,C,-,O,8000,Question 18,O,C,-,O,8000
Result 22,R11,H,C,,H,9440,Result 18,O,C,,O,9679
Question 23,Q22,C,H,N,H,4000,Question 17,C,H,N,H,4000
Result 23,R22,C,O,,O,8240,Result 17,C,H,N,H,7800
Question 24,Q4,C,-,C,O,4000,Question 11,C,-,C,O,4000
Result 24,R4,C,,C,H,11040,Result 11,C,,C,O,8201
Question 25,Q2,C,-,C,N,4000,Question 27,C,-,C,N,4000
Result 25,R2,O,,O,C,13160,Result 27,N,,C,N,7400
Question 26,Q21,C,H,H,H,8000,Question 1,C,H,H,H,8000
Result 26,R21,N,O,O,O,11322,Result 1,N,H,H,H,8297
Question 27,Q25,C,H,O,H,8000,Question 15,C,H,O,H,8000
Result 27,R25,C,O,C,O,10038,Result 15,C,H,O,H,17920
Question 28,Q1,C,C,C,C,8000,Question 24,C,C,C,C,8000
Result 28,R1,O,O,O,O,10280,Result 24,C,C,C,C,9841
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
